show_id,type,title,cast,release_year,duration,listed_in,platform
n612,movie,underworld: awakening,"kate beckinsale, stephen rea, michael ealy, theo james, india eisley, sandrine holt, charles dance, kris holden-ried, jacob blair, adam greydon reid",2012,89,"action & adventure, horror, sci-fi & fantasy",netflix
n613,movie,underworld: rise of the lycans,"michael sheen, bill nighy, rhona mitra, steven mackintosh, kevin grevioux, david aston, geraldine brophy, leighton cardno, alex carroll, elizabeth hawthorne, jason hood",2009,92,"action & adventure, horror, sci-fi & fantasy",netflix
n614,movie,voiceless,"uzee usman, yakubu mohammed, asabe madaki, sani mu’azu, rekiya ibrahim atta, adam garba, abba ali zaky, habiba zock-sock, abdul’ usman zada, nadia dutch, abubakar maina, healing marcus udor, jamila ibrahim",2020,112,"drama, international, thriller",netflix
n615,movie,what dreams may come,"robin williams, cuba gooding jr., annabella sciorra, max von sydow, jessica brooks grant, josh paddock, rosalind chao, lucinda jenney, maggie mccarthy, wilma bonet, matt salinger, carin sprague, june carryl, paul p. card iv, werner herzog",1998,114,"drama, romance, sci-fi & fantasy",netflix
n616,movie,why do fools fall in love,"halle berry, vivica a. fox, larenz tate, lela rochon, little richard, paul mazursky, pamela reed, alexis cruz",1998,116,"drama, music, romance",netflix
n617,movie,working title,"hannah murray, sosie bacon, marianne rendón, merritt wever, matt smith, suki waterhouse, chace crawford, annabeth gish, kayli carter",2019,110,drama,netflix
n618,tv show,young royals,"edvin ryding, omar rudberg, malte gårdinger, frida argento, nikita uggla, pernilla august",2021,1,"international, romance, drama",netflix
n619,movie,america: the motion picture,"channing tatum, jason mantzoukas, olivia munn, andy samberg, bobby moynihan, judy greer, will forte, raoul trujillo, killer mike, simon pegg",2021,98,"action & adventure, comedy",netflix
n620,movie,deranged,"nadia buari, ramsey nouah, zynnell zuh, priscilla opoku agyeman, jason e.l agha, lisbeth lopez acquah, henry prempeh, pascaline edwards, prince mingle, kelvin boateng",2020,98,"drama, international",netflix
n621,tv show,droppin' cash: los angeles,sin datos,2019,1,reality,netflix
n622,tv show,legend of exorcism,"bian jiang, chen jinwen, ling fei",2020,1,"anime, crime, international",netflix
n623,movie,lying and stealing,"theo james, emily ratajkowski, fred melamed, ebon moss-bachrach, isiah whitlock jr., evan handler, paul jurewicz, john gatins, fernanda andrade, bob stephenson",2019,100,thriller,netflix
n624,movie,mommy issues,"pokwang, sue ramirez, jerome ponce, ryan bang, gloria diaz",2021,90,"comedy, drama, international",netflix
n625,movie,prime time,"bartosz bielenia, magdalena popławska, andrzej kłak, małgorzata hajewska, dobromir dymecki, monika frajczyk, cezary kosiński, adam nawojczyk, juliusz chrząstowski",2021,92,"drama, international, thriller",netflix
n626,tv show,somos.,"mercedes hernández, jesús sida, jero medina, armando silva, jimena pagaza, antonio lópez torres, everardo arzate, arelí gonzález, jesús herrera, ulises soto, iliana donatlán, fernando larrañaga, mario alberto quiñones, alejandro ruiz, natalia martínez, josué guerra, salvador montenegro, caraly sánchez, clementina guadarrama",2021,1,"crime, international, spanish-language tv shows",netflix
n627,tv show,sophie: a murder in west cork,sin datos,2021,1,"british tv shows, crime, docuseries",netflix
n628,tv show,the daily life of the immortal king,"sun lulu, qian chen, gu jiangshan",2020,1,"anime, international, teen tv shows",netflix
n629,tv show,starbeam,"nahanni mitchell, dean petriw, terry klassen, sam vincent, rhona rees, diana kaarina",2021,4,kids,netflix
n630,movie,a way back home,"alexx ekubo, ik ogbonna, bimbo manuel, haillie sumney, clem ohameze, john fashanu, damilola ogunsi, amb. rachel bakam, alexandra ayo, mariah ug",2020,82,"drama, international",netflix
n631,movie,killing them softly,"brad pitt, scoot mcnairy, ben mendelsohn, richard jenkins, james gandolfini, ray liotta, vincent curatola, slaine, max casella, trevor long, sam shepard",2012,97,drama,netflix
n632,tv show,the seven deadly sins,"yuki kaji, sora amamiya, misaki kuno, aoi yuki, tatsuhisa suzuki, jun fukuyama, mamoru miyano, maaya sakamoto",2021,5,"anime, international",netflix
n633,movie,wanted,"daad rizk, georges diab, sihame haddad, georges boukhalil, aida sabra, pierre rabbat, myriam klink, dory el samarany, josyane boulos",2019,90,"comedy, international",netflix
n634,movie,into the wind,"vladimír polívka, jenovéfa boková, matyáš řezníček",2018,76,"drama, independent movies, international",netflix
n635,movie,wonder boy,olivier rousteing,2019,83,"documentary, international",netflix
n636,movie,here comes the rain,"hassan mrad, julia kassar, carmen lebbos, diamand bou abboud, elie mitri, bernadette hodeib, aida sabra, gabriel yammine, ali matar, raïa haidar",2010,101,"drama, international",netflix
n637,movie,the ice road,"liam neeson, benjamin walker, amber midthunder, marcus thomas, laurence fishburne, holt mccallany, martin sensmeier, matt mccoy, matt salinger",2021,109,action & adventure,netflix
n638,tv show,ray,"manoj bajpayee, gajraj rao, kay kay menon, ali fazal, harshvardhan kapoor, radhika madan, shweta basu prasad, chandan roy sanyal, akansha ranjan kapoor, rajesh sharma, bidita bag, kharaj mukherjee, dibyendu bhattacharya, shruthy menon, anindita bose, neeraj purohit, loveleen mishra, raghuvir yadav, manoj pahwa",2021,1,"international, drama, mystery",netflix
n639,tv show,sex/life,"sarah shahi, mike vogel, adam demos, margaret odette",2021,1,"romance, drama",netflix
n640,tv show,godzilla singular point,"yume miyamoto, shoya ishige, misaki kuno, rie kugimiya, taro kiuchi, wataru takagi, ayako takeuchi, yohei azakami, jin urayama, kotori koiwai, kenichi suzumura, natsuho koda, hiromichi tezuka, ryotaro okiayu, runa onodera, kenta miyake, masako isobe, tomoyuki shimura",2021,1,"anime, international",netflix
n641,tv show,jiva!,"noxolo dlamini, candice modiselle, sne mbatha, stella dlangalala, zazi kunene, ntuthuzelo grootboom, given stuurman, tony kgoroge, anga makubalo, sibulele gcilitshana, zamani mbatha, kagiso modupe",2021,1,"international, drama",netflix
n642,movie,sisters on track,sin datos,2021,97,"documentary, sports",netflix
n643,tv show,the naked director,"takayuki yamada, shinnosuke mitsushima, tetsuji tamayama, misato morita, tokio emoto, sairi ito, ami tomite, takenori goto, koyuki, lily franky, jun kunimura, ryo ishibashi, kotaro yoshida, itsuji itao, kimiko yo",2021,2,"international, drama",netflix
n644,movie,the seventh day,"guy pearce, vadhir derbez, stephen lang, brady jenness, chris galust, robin bartlett, heath freeman, keith david",2021,87,horror,netflix
n645,movie,good on paper,"iliza shlesinger, ryan hansen, margaret cho, rebecca rittenhouse, matt mcgorry, tyler cameron, taylor hill, kimia behpoornia, rebecca delgado smith, beth dover",2021,94,"comedy, romance",netflix
n646,movie,murder by the coast,sin datos,2021,89,"documentary, international",netflix
n647,movie,the house of flowers: the movie,"cecilia suárez, aislinn derbez, darío yazbek, juan pablo medina, paco león, angélica maría, norma angélica, luis de la rosa, isabel burr, tiago correa, tessa ia, christian chávez, javier jattin, paco rueda, emilio cuaik, andrea chaparro, david ostrosky, ximena sariñana",2021,88,"comedy, international, music",netflix
n648,tv show,the parisian agency: exclusive properties,"olivier kretz, sandrine kretz, valentin kretz, martin kretz, louis kretz",2021,1,"international, reality",netflix
n649,tv show,too hot to handle,desiree burch,2021,2,"reality, romance",netflix
n650,movie,broken,"syndy emade, john dumelo, nchifor valery, alenne menget, ojong felix, nabila rodriguez, t. pana wynchester, eyebe beniamin, kougoin kenneth yuh, otia vitalis",2019,108,"drama, international, romance",netflix
n651,movie,o vendedor de sonhos,"césar troncoso, dan stulbach, thiago mendonça, leonardo medeiros",2016,96,"drama, international",netflix
n652,movie,osuofia in london,"nkem owoh, mara derwent, francis odega, cynthia okereke, tom njemanze, romanus amuta, sabina mole, blessing onolleka, oluchi agunwa, chiwendu onaga, patricia ezeani, stephen ahanonu",2003,84,"comedy, drama, international",netflix
n653,movie,osuofia in london ii,"nkem owoh, mara derwent, francis odega, cynthia okereke, tom njemanze, romanus amuta, sabina mole, blessing onolleka, oluchi agunwa, chiwendu onaga, patricia ezeani, stephen ahanonu",2004,70,"comedy, drama, international",netflix
n654,tv show,this is pop,sin datos,2021,1,"docuseries, international",netflix
n655,movie,#selfie,"flavia hojda, crina semciuc, olimpia melinte, sali levent, vlad logigan, alex călin, alina chivulescu, răzvan vasilescu",2014,125,"comedy, drama, international",netflix
n656,movie,#selfie 69,"maia morgenstern, olimpia melinte, crina semciuc, flavia hojda, maria dinulescu, alex călin, vlad logigan, sali levent, silvia busuioc, mihaela mihut",2016,119,"comedy, drama, international",netflix
n657,movie,love is a story,"raluca aprodu, dragoș bucur, ducu darie",2015,105,"international, music, romance",netflix
n658,tv show,the mole,anderson cooper,2001,2,"reality, action & adventure, mystery",netflix
n659,tv show,"nevertheless,","song kang, han so-hee, chae jong-hyeop, lee yul-eum, yang hye-ji",2021,1,"international, romance, drama",netflix
n660,tv show,bangkok love stories: innocence,"nida patcharaveerapong, nicole theriault, nattapol diloknawarit, tosatid darnkhuntod, narupornkamol chaisang, pavadee komchokpaisan, kawin manonukul, ponlawit ketprapakorn, rudklao amratisha, paramej noiam, tachakorn boonlupyanun, teera pratumtree, nawarat techarathanaprasert, naphon phromsuwan",2018,1,"international, romance, drama",netflix
n661,tv show,black lightning,"cress williams, james remar, marvin 'krondon' jones iii, jill scott, china anne mcclain, damon gupton, nafessa williams, christine adams",2021,4,"action & adventure, drama, sci-fi & fantasy",netflix
n662,tv show,call my agent!,"camille cottin, thibault de montalembert, grégory montel, liliane rovère, fanny sidney, laure calamy, nicolas maury, stéfi celma, assaad bouab, isabelle adjani, juliette binoche, virginie efira, christopher lambert",2018,4,"international, comedy, drama",netflix
n663,tv show,champions,"anders holm, fortune feimster, andy favreau, j.j. totah, mouzam makkar, yassir lester, robert costanzo, ginger gonzaga, mindy kaling",2018,1,comedy,netflix
n664,tv show,charité at war,"mala emde, ulrich noethen, jannik schümann, artjom gilz, luise wolfram, jacob matschenz, frida-lovisa hamann, lukas miko, susanne böwe",2019,1,"international, drama",netflix
n665,tv show,cleo & cuquin,sin datos,2020,2,kids,netflix
n666,tv show,deadwind,"pihla viitala, lauri tilkanen, jani volanen, tommi korpela, pirjo lonka, riku nieminen, pamela tola, jonna järnefelt, raimo grönberg",2020,2,"crime, international, drama",netflix
n667,tv show,gameboys level-up edition,"kokoy de santos, elijah canlas, adrianna so, kyle velino, jerom canlas, sue prado, rommel canlas, miggy jimenez, angeli nicole sanoy, kych minemoto",2020,1,"international, romance, comedy",netflix
n668,tv show,glee,"lea michele, chris colfer, jane lynch, matthew morrison, cory monteith, naya rivera, kevin mchale, jenna ushkowitz, amber riley, mark salling, heather morris, harry shum jr., jayma mays, dianna agron",2015,6,"comedy, drama, teen tv shows",netflix
n669,tv show,hap and leonard,"james purefoy, michael kenneth williams, jimmi simpson, bill sage, christina hendricks, pollyanna mcintosh, jeff pope, neil sandilands, henry g. sanders, enrique murciano",2018,3,"crime, drama",netflix
n670,tv show,locked up,"maggie civantos, najwa nimri, carlos hipólito, roberto enríquez, cristina plazas, berta vázquez, alba flores, inma cuevas, maría isabel díaz, maría salgueiro, ramiro blas, alberto velasco, marta aledo, daniel ortiz, harlys becerra, laura baena, jesús castejón, verónika moral",2020,5,"crime, international, spanish-language tv shows",netflix
n671,movie,mobile suit gundam ii: soldiers of sorrow,"toru furuya, shuichi ikeda, hirotaka suzuoki, rumiko ukai, fuyumi shiraishi, yo inoue, toshio furukawa, kiyonobu suzuki, keiko toda, shozo iizuka",1981,133,"action & adventure, anime, international",netflix
n672,movie,mobile suit gundam iii: encounters in space,"toru furuya, shuichi ikeda, hirotaka suzuoki, rumiko ukai, fuyumi shiraishi, yo inoue, toshio furukawa, kiyonobu suzuki, keiko toda, keiko han, makio inoue",1982,140,"action & adventure, anime, international",netflix
n673,movie,mobile suit gundam: char's counterattack,"toru furuya, shuichi ikeda, hirotaka suzuoki, yoshiko sakakibara, fuyumi shiraishi, maria kawamura, mitsuki yayoi, nozomu sasaki, koichi yamadera, kazue ikura, shinobu adachi, keiko han",1988,120,"action & adventure, anime, international",netflix
n674,tv show,no time for shame,santiago artemis,2019,1,"international, reality, spanish-language tv shows",netflix
n675,tv show,pose,"mj rodriguez, billy porter, evan peters, kate mara, james van der beek, dominique jackson, angelica ross, hailie sahar, ryan jamaal swain, indya moore, dyllon burnside",2019,2,drama,netflix
n676,tv show,rea(l)ove,"atsushi tamura, mari yaguchi",2018,1,"international, reality, romance",netflix
n677,tv show,riverdale,"k.j. apa, lili reinhart, camila mendes, cole sprouse, marisol nichols, madelaine petsch, ashleigh murray, mädchen amick, luke perry, casey cott, charles melton, mark consuelos, lochlyn munro, peter bryant, colin lawrence, molly ringwald, asha bromfield, barclay hope, hayley law, martin cummins, sarah habel, nathalie boltt, skeet ulrich",2019,4,"crime, drama, mystery",netflix
n678,tv show,schitt's creek,"eugene levy, catherine o'hara, daniel levy, annie murphy, chris elliott, jennifer robertson, emily hampshire, tim rozon, sarah levy, dustin milligan",2020,6,comedy,netflix
n679,tv show,the assassination of gianni versace,"edgar ramírez, darren criss, ricky martin, penélope cruz",2018,1,"crime, drama, thriller",netflix
n680,tv show,the judgement,"lapassalal jiravechsoontornkul, nontanun anchuleepradit, thanabordee jaiyen, pamiga sooksawee, pongsathon laiwrakoran, nara thepnupa, premanan sripanich, tanutchai wijitvongtong, wasu sansingkeaw, arpasiri nitipon",2018,1,"crime, international, drama",netflix
n681,tv show,the last dance,"michael jordan, scottie pippen, dennis rodman",2020,1,docuseries,netflix
n682,tv show,they've gotta have us,"debbie allen, harry belafonte, john boyega, diahann carroll, ernest r. dickerson, laurence fishburne, nelson george, whoopi goldberg, cuba gooding jr., lilrel howery, barry jenkins, kasi lemmons, david oyelowo, robert townsend, jesse williams",2018,1,"british tv shows, docuseries",netflix
n683,tv show,why are you like this,"naomi higgins, olivia junkeer, wil king",2021,1,"international, comedy",netflix
n684,movie,a family,"go ayano, hiroshi tachi, machiko ono, yukiya kitamura, hayato ichihara, hayato isomura, shun sugata, suon kan, ryutaro ninomiya, taro suruga, ryo iwamatsu, kosuke toyohara, shinobu terajima",2021,135,"drama, international",netflix
